data:{"message": {"id": "8b8c765d-0a8f-46d9-9fbc-bf4f75522ff4", "author": {"role": "system", "name": null, "metadata": {}}, "create_time": 1691153822.886403, "update_time": null, "content": {"content_type": "text", "parts": [""]}, "status": "finished_successfully", "end_turn": true, "weight": 1.0, "metadata": {}, "recipient": "all"}, "conversation_id": "8528698f-e820-4f58-8cb6-2e46810a976c", "error": null}
data:{"message": {"id": "2d19368f-18ef-4309-8587-59d1f67e755d", "author": {"role": "user", "name": null, "metadata": {}}, "create_time": 1691153822.89027, "update_time": null, "content": {"content_type": "text", "parts": ["js\u5192\u6ce1\u6392\u5e8f"]}, "status": "finished_successfully", "end_turn": null, "weight": 1.0, "metadata": {"timestamp_": "absolute", "message_type": null}, "recipient": "all"}, "conversation_id": "8528698f-e820-4f58-8cb6-2e46810a976c", "error": null}
data:{"message": {"id": "83b07a4b-7992-467c-b216-cb805f2c0fcf", "author": {"role": "assistant", "name": null, "metadata": {}}, "create_time": 1691153822.948857, "update_time": null, "content": {"content_type": "text", "parts": [""]}, "status": "in_progress", "end_turn": null, "weight": 1.0, "metadata": {"message_type": "next", "model_slug": "text-davinci-002-render-sha", "parent_id": "2d19368f-18ef-4309-8587-59d1f67e755d"}, "recipient": "all"}, "conversation_id": "8528698f-e820-4f58-8cb6-2e46810a976c", "error": null}
data:{"message": {"id": "83b07a4b-7992-467c-b216-cb805f2c0fcf", "author": {"role": "assistant", "name": null, "metadata": {}}, "create_time": 1691153822.948857, "update_time": null, "content": {"content_type": "text", "parts": ["JavaScript"]}, "status": "in_progress", "end_turn": null, "weight": 1.0, "metadata": {"message_type": "next", "model_slug": "text-davinci-002-render-sha", "parent_id": "2d19368f-18ef-4309-8587-59d1f67e755d"}, "recipient": "all"}, "conversation_id": "8528698f-e820-4f58-8cb6-2e46810a976c", "error": null}
data:{"message": {"id": "83b07a4b-7992-467c-b216-cb805f2c0fcf", "author": {"role": "assistant", "name": null, "metadata": {}}, "create_time": 1691153822.948857, "update_time": null, "content": {"content_type": "text", "parts": ["JavaScript\u4e2d"]}, "status": "in_progress", "end_turn": null, "weight": 1.0, "metadata": {"message_type": "next", "model_slug": "text-davinci-002-render-sha", "parent_id": "2d19368f-18ef-4309-8587-59d1f67e755d"}, "recipient": "all"}, "conversation_id": "8528698f-e820-4f58-8cb6-2e46810a976c", "error": null}
data:{"message": {"id": "83b07a4b-7992-467c-b216-cb805f2c0fcf", "author": {"role": "assistant", "name": null, "metadata": {}}, "create_time": 1691153822.948857, "update_time": null, "content": {"content_type": "text", "parts": ["JavaScript\u4e2d\u7684"]}, "status": "in_progress", "end_turn": null, "weight": 1.0, "metadata": {"message_type": "next", "model_slug": "text-davinci-002-render-sha", "parent_id": "2d19368f-18ef-4309-8587-59d1f67e755d"}, "recipient": "all"}, "conversation_id": "8528698f-e820-4f58-8cb6-2e46810a976c", "error": null}
data:{"message": {"id": "83b07a4b-7992-467c-b216-cb805f2c0fcf", "author": {"role": "assistant", "name": null, "metadata": {}}, "create_time": 1691153822.948857, "update_time": null, "content": {"content_type": "text", "parts": ["JavaScript\u4e2d\u7684\u5192"]}, "status": "in_progress", "end_turn": null, "weight": 1.0, "metadata": {"message_type": "next", "model_slug": "text-davinci-002-render-sha", "parent_id": "2d19368f-18ef-4309-8587-59d1f67e755d"}, "recipient": "all"}, "conversation_id": "8528698f-e820-4f58-8cb6-2e46810a976c", "error": null}
data:{"message": {"id": "83b07a4b-7992-467c-b216-cb805f2c0fcf", "author": {"role": "assistant", "name": null, "metadata": {}}, "create_time": 1691153822.948857, "update_time": null, "content": {"content_type": "text", "parts": ["JavaScript\u4e2d\u7684\u5192\u6ce1"]}, "status": "in_progress", "end_turn": null, "weight": 1.0, "metadata": {"message_type": "next", "model_slug": "text-davinci-002-render-sha", "parent_id": "2d19368f-18ef-4309-8587-59d1f67e755d"}, "recipient": "all"}, "conversation_id": "8528698f-e820-4f58-8cb6-2e46810a976c", "error": null}
data:{"message": {"id": "83b07a4b-7992-467c-b216-cb805f2c0fcf", "author": {"role": "assistant", "name": null, "metadata": {}}, "create_time": 1691153822.948857, "update_time": null, "content": {"content_type": "text", "parts": ["JavaScript\u4e2d\u7684\u5192\u6ce1\u6392"]}, "status": "in_progress", "end_turn": null, "weight": 1.0, "metadata": {"message_type": "next", "model_slug": "text-davinci-002-render-sha", "parent_id": "2d19368f-18ef-4309-8587-59d1f67e755d"}, "recipient": "all"}, "conversation_id": "8528698f-e820-4f58-8cb6-2e46810a976c", "error": null}
data:{"message": {"id": "83b07a4b-7992-467c-b216-cb805f2c0fcf", "author": {"role": "assistant", "name": null, "metadata": {}}, "create_time": 1691153822.948857, "update_time": null, "content": {"content_type": "text", "parts": ["JavaScript\u4e2d\u7684\u5192\u6ce1\u6392\u5e8f"]}, "status": "in_progress", "end_turn": null, "weight": 1.0, "metadata": {"message_type": "next", "model_slug": "text-davinci-002-render-sha", "parent_id": "2d19368f-18ef-4309-8587-59d1f67e755d"}, "recipient": "all"}, "conversation_id": "8528698f-e820-4f58-8cb6-2e46810a976c", "error": null}
data:{"message": {"id": "83b07a4b-7992-467c-b216-cb805f2c0fcf", "author": {"role": "assistant", "name": null, "metadata": {}}, "create_time": 1691153822.948857, "update_time": null, "content": {"content_type": "text", "parts": ["JavaScript\u4e2d\u7684\u5192\u6ce1\u6392\u5e8f\u662f"]}, "status": "in_progress", "end_turn": null, "weight": 1.0, "metadata": {"message_type": "next", "model_slug": "text-davinci-002-render-sha", "parent_id": "2d19368f-18ef-4309-8587-59d1f67e755d"}, "recipient": "all"}, "conversation_id": "8528698f-e820-4f58-8cb6-2e46810a976c", "error": null}
data:{"message": {"id": "83b07a4b-7992-467c-b216-cb805f2c0fcf", "author": {"role": "assistant", "name": null, "metadata": {}}, "create_time": 1691153822.948857, "update_time": null, "content": {"content_type": "text", "parts": ["JavaScript\u4e2d\u7684\u5192\u6ce1\u6392\u5e8f\u662f\u4e00"]}, "status": "in_progress", "end_turn": null, "weight": 1.0, "metadata": {"message_type": "next", "model_slug": "text-davinci-002-render-sha", "parent_id": "2d19368f-18ef-4309-8587-59d1f67e755d"}, "recipient": "all"}, "conversation_id": "8528698f-e820-4f58-8cb6-2e46810a976c", "error": null}
